,Date_Reported,EventID,CaseID,Offense_Category,Offense_Description,Initial_Incident_Category,Initial_Incident_Description,Final_Incident_Category,Final_Incident_Description,Date_From,Date_To,Location,Location_Type,Disposition
103,2024-02-02 17:55,24-02-02-036426,2400518,THEFT-PETTY,Theft Petty - Plain,PROPERTY,Lost/Missing Property,THEFT-PETTY,Theft Petty - Plain,2024-02-02 17:00,2024-02-02 17:20,BIGGY ST & ZONAL AV,Public property,Inactive Investigation
104,2024-02-02 17:41,24-02-02-036394,2400517,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-29 12:57,2024-01-30 14:00,OUTSIDE USC AREA,Non-reportable location,Inactive Investigation
105,2024-02-02 17:39,24-02-02-036412,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-02-02 17:39,2024-02-02 17:39,2700 Block Of  ORCHARD AV,Non-reportable location,REQUEST COMPLETED
106,2024-02-02 16:19,24-02-02-036333,,,,OBSCENE ACTIVITY,Lewd Conduct,SERVICE,Incident Report - No Crime,2024-02-02 16:19,2024-02-02 16:19,WILLIAM AND LESLIE MCMORROW RESIDENTIAL COLLEGE,On Campus Residential Facility,REQUEST COMPLETED
107,2024-02-02 16:00,24-02-02-036319,2400516,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-02-02 16:00,2024-02-02 16:00,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,CLOSED
108,2024-02-02 14:57,24-02-02-036264,2400514,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-02-02 14:57,2024-02-02 14:57,RONALD TUTOR CAMPUS CENTER,On Campus,CLOSED
109,2024-02-02 14:04,24-02-02-036212,2400513,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-02-02 09:40,2024-02-02 13:45,700 Block Of  27TH ST,Non-reportable location,Inactive Investigation
110,2024-02-02 13:11,24-02-02-036167,2400511,SERVICE,Incident Report - No Crime,OFFICER STATUS,Out for Investigation,SERVICE,Incident Report - No Crime,2024-02-02 13:11,2024-02-02 13:11,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,Inactive Investigation
111,2024-02-02 12:52,24-02-02-036154,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-02-02 12:52,2024-02-02 12:52,FIGUEROA STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
112,2024-02-02 12:41,24-02-02-036141,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2024-02-02 12:41,2024-02-02 12:41,3400 Block Of  GRAND AV,Non-campus building or property,ADVISED & COMPLIED
113,2024-02-02 12:33,24-02-02-036132,2400510,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,OFFICER STATUS,Special Detail,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,2022-12-22 16:00,2024-02-01 16:00,3400 Block Of  GRAND AV,Non-campus building or property,Inactive Investigation
114,2024-02-02 12:18,24-02-02-036125,2400509,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-02-02 12:18,2024-02-02 12:18,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,CLOSED
115,2024-02-02 11:43,24-02-02-036097,2400507,PROPERTY,Damaged Property,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-02-02 11:40,2024-02-02 11:40,2000 Block Of  SOTO ST,Non-campus building or property,CLOSED
116,2024-02-02 11:22,24-02-02-036085,2400506,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2024-02-02 11:22,2024-02-02 11:22,JAMES H. ZUMBERGE HALL OF SCIENCE,On Campus,Inactive Investigation
117,2024-02-02 11:21,24-02-02-036087,2400508,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-02-02 11:21,2024-02-02 11:21,JESSIE & CHARLES CALE AND RAY IRANI RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
118,2024-02-02 11:12,24-02-02-036084,2400505,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-02-02 11:00,2024-02-02 11:00,29TH ST & VERMONT AV,Non-reportable location,CLOSED
119,2024-02-02 10:38,24-02-02-036060,2400512,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2023-03-01 00:00,2024-02-02 10:38,36TH ST & BUDLONG AV,Non-reportable location,Inactive Investigation
120,2024-02-02 09:51,24-02-02-036024,2400504,TRAFFIC,Traffic Collision Without Injuries,OFFICER STATUS,Out for Investigation,TRAFFIC,Traffic Collision Without Injuries,2024-02-02 09:51,2024-02-02 09:51,1700 Block Of  ZONAL AV,Non-campus building or property,CLOSED
121,2024-02-02 08:30,24-02-02-035961,2400503,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-02-02 08:30,2024-02-02 08:30,1200 Block Of  30TH ST,Non-reportable location,Inactive Investigation
122,2024-02-02 06:08,24-02-02-035867,2400502,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-02-02 06:07,2024-02-02 06:08,SOTO ST & VALLEY BL,Public property,CLOSED
123,2024-02-02 04:57,24-02-02-035829,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-02-02 04:57,2024-02-02 04:57,UNIVERSITY VILLAGE MCCLINTOCK GATE,On Campus,REQUEST COMPLETED
124,2024-02-02 03:04,24-02-02-035764,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-02-02 03:04,2024-02-02 03:04,PHYSICAL EDUCATION BUILDING,On Campus,RESOLVED UPON ARRIVAL
125,2024-02-02 02:39,24-02-02-035752,,,,TRESPASS,Trespassing,SERVICE,Incident Report - No Crime,2024-02-02 02:39,2024-02-02 02:39,MAY ORMEROD HARRIS RESIDENCE HALL,On Campus Residential Facility,RESOLVED UPON ARRIVAL
126,2024-02-02 01:24,24-02-02-035701,2400501,SERVICE,Welfare Check,ALCOHOL,Alcohol Overdose,SERVICE,Welfare Check,2024-02-02 01:24,2024-02-02 01:24,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,On Campus Residential Facility,CLOSED
127,2024-02-02 00:46,24-02-02-035681,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-02-02 00:46,2024-02-02 00:46,1100 Block Of  36TH ST,Non-reportable location,ADVISED & COMPLIED
128,2024-02-02 00:36,24-02-02-035671,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-02-02 00:36,2024-02-02 00:36,MCCLINTOCK APARTMENTS BUILDING ONE,On Campus Residential Facility,ADVISED & COMPLIED
129,2024-02-02 00:09,24-02-02-035649,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-02-02 00:09,2024-02-02 00:09,1200 Block Of  30TH ST,Non-reportable location,ADVISED & COMPLIED
130,2024-02-01 23:38,24-02-01-035607,2400500,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-02-01 19:45,2024-02-01 23:00,PHYSICAL EDUCATION BUILDING,On Campus,Inactive Investigation
131,2024-02-01 22:38,24-02-01-035544,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-02-01 22:38,2024-02-01 22:38,2700 Block Of  ELLENDALE PL,Non-reportable location,ADVISED & COMPLIED
132,2024-02-01 22:29,24-02-01-035534,2400499,ADMINISTRATIVE,Report Voided,ADMINISTRATIVE,Report Voided,ADMINISTRATIVE,Report Voided,2024-02-01 22:29,2024-02-01 22:29,1200 Block Of  37TH DR,Non-reportable location,Void
133,2024-02-01 21:49,24-02-01-035481,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-02-01 21:49,2024-02-01 21:49,3400 Block Of  GRAND AV,Non-campus building or property,ADVISED & COMPLIED
134,2024-02-01 21:23,24-02-01-035454,2400498,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-02-01 21:23,2024-02-01 21:23,SCHOOL OF CINEMATIC ARTS,On Campus,CLOSED
135,2024-02-01 20:07,24-02-01-035386,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2024-02-01 20:07,2024-02-01 20:07,EXPOSITION BL & WATT WY,Public property,ADVISED & COMPLIED
136,2024-02-01 20:06,24-02-01-035389,2400496,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-02-01 20:06,2024-02-01 20:06,UNIVERSITY CLUB AT KING STOOPS HALL,On Campus,CLOSED
137,2024-02-01 17:36,24-02-01-035260,2400497,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-02-01 17:36,2024-02-01 17:36,JILL & FRANK FERTITTA HALL,On Campus,CLOSED
138,2024-02-01 16:49,24-02-01-035206,2400495,BURGLARY,Burglary - Residential // MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,BURGLARY,Burglary - Residential,2024-02-01 16:36,2024-02-01 16:49,1200 Block Of  37TH DR,Non-reportable location,Open
139,2024-02-01 16:28,24-02-01-035158,2400494,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2024-02-01 16:28,2024-02-01 16:28,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,On Campus Residential Facility,CLOSED
140,2024-02-01 15:38,24-02-01-035108,2400492,THEFT-PETTY,Shoplifting,OFFICER STATUS,Out for Investigation,THEFT-PETTY,Shoplifting,2024-02-01 15:38,2024-02-01 15:38,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
141,2024-02-01 15:26,24-02-01-035091,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-02-01 15:26,2024-02-01 15:26,SCHOOL OF CINEMATIC ARTS,On Campus,ADVISED & COMPLIED
142,2024-02-01 15:05,24-02-01-035070,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-02-01 15:05,2024-02-01 15:05,27TH ST & ORCHARD ST,Non-reportable location,REQUEST COMPLETED
143,2024-02-01 13:45,24-02-01-034962,2400490,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-31 19:30,2024-01-31 20:00,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,Inactive Investigation
144,2024-02-01 13:19,24-02-01-034944,2400489,HARASSMENT,Stalking,HARASSMENT,Stalking,HARASSMENT,Stalking,2024-01-31 15:15,2024-02-01 07:30,2100 Block Of  BONSALLO AV,Non-reportable location,Open
145,2024-02-01 13:12,24-02-01-034926,2400493,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2024-01-22 00:00,2024-01-26 23:59,TRADER JOE'S,On Campus,Inactive Investigation
146,2024-02-01 12:41,24-02-01-034887,2400491,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-02-01 12:41,2024-02-01 12:41,UNIVERSITY GATEWAY APARTMENTS,On Campus Residential Facility,CLOSED
147,2024-02-01 11:58,24-02-01-034849,2400515,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,2024-02-01 11:10,2024-02-01 11:15,1200 Block Of  JEFFERSON BL,Non-reportable location,Inactive Investigation
148,2024-02-01 10:38,24-02-01-034761,2400488,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-02-01 10:00,2024-02-01 10:38,34TH ST & MCCLINTOCK AV,On Campus,CLOSED
149,2024-02-01 09:54,24-02-01-034722,2400487,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-02-01 09:15,2024-02-01 09:54,700 Block Of  27TH ST,Non-campus building or property,CLOSED
150,2024-02-01 06:47,24-02-01-034510,2400486,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-02-01 06:40,2024-02-01 06:40,KECK HOSPITAL OF USC,On Campus,CLOSED
151,2024-02-01 03:12,24-02-01-034355,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-02-01 03:12,2024-02-01 03:12,2500 Block Of  HOOVER ST,Non-reportable location,CANCELLED EVENT
152,2024-02-01 02:30,24-02-01-034330,2400485,SERVICE,Incident Report - No Crime,BURGLARY,Burglary-Hot Prowl,SERVICE,Incident Report - No Crime,2024-02-01 02:30,2024-02-01 02:30,1200 Block Of  27TH ST,Non-reportable location,Inactive Investigation
153,2024-01-31 23:51,24-01-31-034204,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-31 23:51,2024-01-31 23:51,ROYAL STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
154,2024-01-31 23:07,24-01-31-034166,2400484,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,THEFT-PETTY,Theft Bicycle,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-31 14:30,2024-01-31 23:00,UNIVERSITY VILLAGE MCCLINTOCK GATE,On Campus,Inactive Investigation
155,2024-01-31 22:49,24-01-31-034156,2400483,SEX OFFENSE,Sexual Battery,SEX OFFENSE,Sexual Battery,SEX OFFENSE,Sexual Battery,2024-01-31 15:28,2024-01-31 15:28,UNIVERSITY GATEWAY APARTMENTS,On Campus Residential Facility,Open
156,2024-01-31 22:24,24-01-31-034128,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-31 22:24,2024-01-31 22:24,700 Block Of  30TH ST,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
157,2024-01-31 22:15,24-01-31-034119,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-31 22:15,2024-01-31 22:15,1000 Block Of  30TH ST,Non-reportable location,ADVISED & COMPLIED
158,2024-01-31 21:39,24-01-31-034072,2400482,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-31 21:20,2024-01-31 21:25,FLOWER STREET STRUCTURE,On Campus,Open
159,2024-01-31 20:23,24-01-31-034007,2400480,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Lewd Conduct,OBSCENE ACTIVITY,Lewd Conduct,2024-01-31 19:45,2024-01-31 19:50,1100 Block Of  27TH ST,Non-reportable location,Inactive Investigation
160,2024-01-31 19:29,24-01-31-033954,2400478,EH&S,Gas Leak,EH&S,Gas Leak,EH&S,Gas Leak,2024-01-31 19:25,2024-01-31 19:25,600 Block Of  30TH ST,Non-campus building or property,CLOSED
161,2024-01-31 19:23,24-01-31-033947,2400481,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,2024-01-31 19:23,2024-01-31 19:23,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,On Campus,CLOSED
162,2024-01-31 18:44,24-01-31-033922,2400479,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,2024-01-31 18:44,2024-01-31 18:44,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,On Campus,CLOSED
163,2024-01-31 17:58,24-01-31-033886,2400477,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,2024-01-31 10:24,2024-01-31 10:24,1100 Block Of  27TH ST,Non-reportable location,Inactive Investigation
164,2024-01-31 17:19,24-01-31-033833,2400476,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-31 17:19,2024-01-31 17:19,JAMES H. ZUMBERGE HALL OF SCIENCE,On Campus,CLOSED
165,2024-01-31 16:28,24-01-31-033772,,,,ALCOHOL,Drunk In Public,ALCOHOL,Drunk In Public,2024-01-31 16:28,2024-01-31 16:28,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,ADVISED & COMPLIED
166,2024-01-31 15:52,24-01-31-033733,2400475,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-01-31 15:52,2024-01-31 15:52,SHELLY & OFER NEMIROVSKY AND DAVID C. BOHNETT RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
167,2024-01-31 15:22,24-01-31-033718,2400474,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-31 11:00,2024-01-31 14:00,SEAVER SCIENCE LIBRARY,On Campus,Inactive Investigation
168,2024-01-31 14:47,24-01-31-033661,2400472,TRESPASS,Trespassing,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-31 14:47,2024-01-31 14:47,800 Block Of  ADAMS BL,Non-reportable location,Inactive Investigation
169,2024-01-31 14:38,24-01-31-033656,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-31 14:38,2024-01-31 14:38,JEFFERSON BLVD. STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
170,2024-01-31 14:30,24-01-31-033648,2400471,TRAFFIC,Traffic Collision - Bicycle,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-31 11:55,2024-01-31 11:55,DOWNEY WY & MCCLINTOCK AV,On Campus,CLOSED
171,2024-01-31 13:35,24-01-31-033571,2400473,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2024-01-31 12:21,2024-01-31 12:21,JOHN HUBBARD HALL,On Campus,Open
172,2024-01-31 13:30,24-01-31-033575,2400470,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-10 08:00,2024-01-20 17:00,1200 Block Of  ADAMS BL,Non-reportable location,Inactive Investigation
173,2024-01-31 11:38,24-01-31-033449,2400469,SERVICE,Incident Report - No Crime,HATE,Hate/Bias Incident,SERVICE,Incident Report - No Crime,2024-01-31 11:28,2024-01-31 11:28,THOMAS & DOROTHY LEAVEY LIBRARY,On Campus,CLOSED
174,2024-01-31 11:27,24-01-31-033442,,,,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,LA MUNICIPAL CODE,Playing Game or Sport on Sidewalk,2024-01-31 11:27,2024-01-31 11:27,3400 Block Of  GRAND AV,Non-campus building or property,ADVISED & COMPLIED
175,2024-01-31 11:27,24-01-31-033447,2400468,HARASSMENT,"Obscene, Annoying, Threatening Phone Calls",HARASSMENT,"Obscene, Annoying, Threatening Phone Calls",HARASSMENT,"Obscene, Annoying, Threatening Phone Calls",2024-01-30 16:00,2024-01-31 01:20,KECK HOSPITAL OF USC,On Campus,CLOSED
176,2024-01-31 11:19,24-01-31-033443,2400467,THEFT-PETTY,Theft Petty - Plain-Attempt,SERVICE,Incident Report - No Crime,THEFT-PETTY,Theft Petty - Plain-Attempt,2024-01-31 09:00,2024-01-31 09:00,1200 Block Of  30TH ST,Non-reportable location,Inactive Investigation
177,2024-01-31 10:57,24-01-31-033416,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-31 10:57,2024-01-31 10:57,ROBERT GLEN RAPP ENGINEERING RESEARCH BUILDING,On Campus,REQUEST COMPLETED
178,2024-01-31 10:11,24-01-31-033366,2400465,VEHICLE CODE,Hit & Run,PROPERTY,Damaged Property,VEHICLE CODE,Hit & Run Misdemeanor,2024-01-31 09:32,2024-01-31 09:32,USC SHRINE STRUCTURE,On Campus,CLOSED
179,2024-01-31 09:59,24-01-31-033356,2400464,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-31 09:58,2024-01-31 09:58,OLIN HALL OF ENGINEERING,On Campus,Open
180,2024-01-31 09:51,24-01-31-033346,2400466,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-01-30 09:19,2024-01-30 09:19,HEALTHCARE CENTER 4,On Campus,CLOSED
181,2024-01-31 01:12,24-01-31-032988,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-31 01:12,2024-01-31 01:12,37TH PL & CATALINA ST,Non-reportable location,REQUEST COMPLETED
182,2024-01-31 00:02,24-01-31-032956,,,,VEHICLE CODE,Hit & Run  Misdemeanor,VEHICLE CODE,Hit & Run Misdemeanor,2024-01-31 00:02,2024-01-31 00:02,PARKING LOT K2,On Campus,REQUEST COMPLETED
183,2024-01-30 22:36,24-01-30-032886,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-30 22:36,2024-01-30 22:36,28TH ST & ORCHARD ST,Non-reportable location,ADVISED & COMPLIED
184,2024-01-30 21:58,24-01-30-032844,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-30 21:58,2024-01-30 21:58,TRADER JOE'S,On Campus,REQUEST COMPLETED
185,2024-01-30 21:50,24-01-30-032836,2400463,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-30 21:30,2024-01-30 21:30,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
186,2024-01-30 21:06,24-01-30-032775,2400462,BATTERY,Battery,BATTERY,Battery,BATTERY,Battery,2024-01-30 20:30,2024-01-30 21:06,2800 Block Of  FIGUEROA ST,Non-reportable location,Open
187,2024-01-30 20:47,24-01-30-032766,2400461,PROPERTY,Recovered Property Without a Crime,PROPERTY,Recovered Property Without a Crime,PROPERTY,Recovered Property Without a Crime,2024-01-30 20:47,2024-01-30 20:47,CENTER OF VILLAGE,On Campus,CLOSED
188,2024-01-30 20:15,24-01-30-032745,2400460,EXTORTION,Extortion,EXTORTION,Extortion,EXTORTION,Extortion,2024-01-29 21:02,2024-01-29 21:02,2500 Block Of  HOOVER ST,Non-reportable location,Investigation Continued
189,2024-01-30 19:07,24-01-30-032690,,,,DISTURBANCE,Disturbing The Peace,DISTURBANCE,Disturbing The Peace,2024-01-30 19:07,2024-01-30 19:07,2600 Block Of  VERMONT AV,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
190,2024-01-30 18:45,24-01-30-032672,2400459,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2023-12-01 09:00,2024-01-08 09:00,PARKSIDE RESIDENTIAL BUILDING,On Campus Residential Facility,Inactive Investigation
191,2024-01-30 18:38,24-01-30-032663,2400458,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-30 15:30,2024-01-30 18:30,ETHEL PERCY ANDRUS GERONTOLOGY CENTER,On Campus,Inactive Investigation
192,2024-01-30 15:00,24-01-30-032408,2400457,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-26 15:00,2024-01-29 10:00,1200 Block Of  29TH ST,Non-reportable location,Inactive Investigation
193,2024-01-30 14:30,24-01-30-032361,,,,TRESPASS,Trespassing,OBSERVATIONS,Unhoused Activity,2024-01-30 14:30,2024-01-30 14:30,HEALTHCARE CENTER 4,On Campus,REQUEST COMPLETED
194,2024-01-30 14:27,24-01-30-032359,2400456,OBSCENE ACTIVITY,Indecent Exposure,OBSCENE ACTIVITY,Indecent Exposure,OBSCENE ACTIVITY,Indecent Exposure,2024-01-08 00:00,2024-01-08 00:00,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,Inactive Investigation
195,2024-01-30 13:28,24-01-30-032279,2400455,SERVICE,Incident Report - No Crime,DISTURBANCE,Disturbing The Peace,SERVICE,Incident Report - No Crime,2024-01-30 13:28,2024-01-30 13:28,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,On Campus,Inactive Investigation
196,2024-01-30 08:51,24-01-30-032020,,,,DISTURBANCE,Disturbing The Peace,SERVICE,Incident Report - No Crime,2024-01-30 08:51,2024-01-30 08:51,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,RESOLVED UPON ARRIVAL
